"Date","Noncommercial Positions-Net (All)","Name","Unit"
"2018-11-27",14476,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2018-12-04",14971,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2018-12-11",14245,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2018-12-18",13803,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2018-12-24",13706,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2018-12-31",14259,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-01-08",14799,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-01-15",14820,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-01-22",13772,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-01-29",13533,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-02-05",13838,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-02-12",13962,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-02-19",14544,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-02-26",14264,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-03-05",13628,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-03-12",13069,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-03-19",12584,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-03-26",12168,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-04-02",10079,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-04-09",9491,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-04-16",8824,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-04-23",8941,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-04-30",9408,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-05-07",7980,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-05-14",7621,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-05-21",8049,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-05-28",9022,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-06-04",9183,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-06-11",9535,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-06-18",10205,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-06-25",10849,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-07-02",12017,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-07-09",12896,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-07-16",12435,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-07-23",12471,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-07-30",12846,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-08-06",9573,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-08-13",9171,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-08-20",9824,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-08-27",9805,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-09-03",11071,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-09-10",11621,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-09-17",12154,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-09-24",12617,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-10-01",12806,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-10-08",13710,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-10-15",13292,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-10-22",13085,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-10-29",13258,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-11-05",12290,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-11-12",11106,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-11-19",10867,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-11-26",12085,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-12-03",12311,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-12-10",12507,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-12-17",13004,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-12-24",11007,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2019-12-31",11322,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2020-01-07",11577,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2020-01-14",11340,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2020-01-21",9844,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2020-01-28",6912,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2020-02-04",6028,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2020-02-11",5165,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2020-02-18",4995,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2020-02-25",3814,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2020-03-03",2996,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2020-03-10",2789,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2020-03-17",1255,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2020-03-24",291,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2020-03-31",912,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2020-04-07",721,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2020-04-14",816,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2020-04-21",794,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2020-04-28",632,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2020-05-05",665,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2020-05-12",390,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2020-05-19",645,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2020-05-26",720,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2020-06-02",400,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
"2020-06-09",664,"PALLADIUM - NEW YORK MERCANTILE EXCHANGE","(CONTRACTS OF 100 TROY OUNCES)"
" Source:U.S. COMMODITY FUTURES TRADING COMMISSION",,,
"CFTC建玉明細",,,
